# z rho/M
-76.8723 0
-76.3723 0
-75.8723 0
-75.3723 0
-74.8723 0
-74.3723 0
-73.8723 0
-73.3723 0
-72.8723 0
-72.3723 0
-71.8723 0
-71.3723 0
-70.8723 0
-70.3723 0
-69.8723 0
-69.3723 0
-68.8723 0
-68.3723 0
-67.8723 0
-67.3723 0
-66.8723 0
-66.3723 0
-65.8723 0
-65.3723 0
-64.8723 0
-64.3723 0
-63.8723 0
-63.3723 0
-62.8723 0
-62.3723 0
-61.8723 0
-61.3723 0
-60.8723 0
-60.3723 0
-59.8723 0
-59.3723 0
-58.8723 0
-58.3723 0
-57.8723 0
-57.3723 0
-56.8723 0
-56.3723 0
-55.8723 0
-55.3723 0
-54.8723 0
-54.3723 0
-53.8723 0
-53.3723 0
-52.8723 0
-52.3723 0
-51.8723 0
-51.3723 0
-50.8723 0
-50.3723 0
-49.8723 0
-49.3723 0
-48.8723 0
-48.3723 0
-47.8723 0
-47.3723 0
-46.8723 0
-46.3723 0
-45.8723 0
-45.3723 0
-44.8723 0
-44.3723 0
-43.8723 0
-43.3723 0
-42.8723 0
-42.3723 0
-41.8723 0
-41.3723 0
-40.8723 0
-40.3723 0
-39.8723 0
-39.3723 0
-38.8723 0
-38.3723 0
-37.8723 0
-37.3723 0
-36.8723 0
-36.3723 0
-35.8723 0
-35.3723 0
-34.8723 0
-34.3723 0
-33.8723 0
-33.3723 0
-32.8723 0
-32.3723 0
-31.8723 0
-31.3723 0
-30.8723 0
-30.3723 0
-29.8723 0
-29.3723 0
-28.8723 0
-28.3723 0
-27.8723 0.000893174
-27.3723 0.0011909
-26.8723 0.00148862
-26.3723 0.00506132
-25.8723 0.0163749
-25.3723 0.027093
-24.8723 0.0547814
-24.3723 0.0949742
-23.8723 0.16613
-23.3723 0.251875
-22.8723 0.356674
-22.3723 0.600809
-21.8723 0.810705
-21.3723 1.09414
-20.8723 1.47284
-20.3723 1.79111
-19.8723 2.20019
-19.3723 2.53334
-18.8723 2.826
-18.3723 3.01387
-17.8723 3.15469
-17.3723 3.18744
-16.8723 3.18595
-16.3723 3.00107
-15.8723 2.7605
-15.3723 2.45385
-14.8723 2.11593
-14.3723 1.70686
-13.8723 1.39246
-13.3723 1.02923
-12.8723 0.840179
-12.3723 0.600511
-11.8723 0.452244
-11.3723 0.334643
-10.8723 0.267655
-10.3723 0.197689
-9.87229 0.156008
-9.37229 0.123258
-8.87229 0.0961651
-8.37229 0.0654995
-7.87229 0.0577586
-7.37229 0.0452542
-6.87229 0.0312611
-6.37229 0.0250089
-5.87229 0.0175658
-5.37229 0.015184
-4.87229 0.0104204
-4.37229 0.00744312
-3.87229 0.00416815
-3.37229 0.000893174
-2.87229 0.00178635
-2.37229 0.000297725
-1.87229 0
-1.37229 0.000297725
-0.872287 0
-0.372287 0
0.127713 0
0.627713 0
1.12771 0
1.62771 0.000893174
2.12771 0
2.62771 0.0011909
3.12771 0.00148862
3.62771 0.0035727
4.12771 0.00506132
4.62771 0.00506132
5.12771 0.0116113
5.62771 0.0136953
6.12771 0.0217339
6.62771 0.0261998
7.12771 0.0300702
7.62771 0.0369179
8.12771 0.0518041
8.62771 0.0657972
9.12771 0.0884243
9.62771 0.101226
10.1277 0.151244
10.6277 0.202453
11.1277 0.260211
11.6277 0.330475
12.1277 0.466535
12.6277 0.640406
13.1277 0.818743
13.6277 1.07628
14.1277 1.38353
14.6277 1.73187
15.1277 2.10104
15.6277 2.43956
16.1277 2.7745
16.6277 2.98052
17.1277 3.15023
17.6277 3.18506
18.1277 3.13683
18.6277 3.07907
19.1277 2.79325
19.6277 2.54912
20.1277 2.11146
20.6277 1.81314
21.1277 1.45766
21.6277 1.11468
22.1277 0.839882
22.6277 0.59932
23.1277 0.403417
23.6277 0.250387
24.1277 0.14916
24.6277 0.0869356
25.1277 0.0515064
25.6277 0.027093
26.1277 0.011909
26.6277 0.0101226
27.1277 0.00446587
27.6277 0.0023818
28.1277 0.0035727
28.6277 0.00148862
29.1277 0.00267952
29.6277 0.00059545
30.1277 0.00059545
30.6277 0.000297725
31.1277 0
31.6277 0.000297725
32.1277 0
32.6277 0
33.1277 0
33.6277 0
34.1277 0
34.6277 0
35.1277 0
35.6277 0
36.1277 0
36.6277 0
37.1277 0
37.6277 0
38.1277 0
38.6277 0
39.1277 0
39.6277 0
40.1277 0
40.6277 0
41.1277 0
41.6277 0
42.1277 0
42.6277 0
43.1277 0
43.6277 0
44.1277 0
44.6277 0
45.1277 0
45.6277 0
46.1277 0
46.6277 0
47.1277 0
47.6277 0
48.1277 0
48.6277 0
49.1277 0
49.6277 0
50.1277 0
50.6277 0
51.1277 0
51.6277 0
52.1277 0
52.6277 0
53.1277 0
53.6277 0
54.1277 0
54.6277 0
55.1277 0
55.6277 0
56.1277 0
56.6277 0
57.1277 0
57.6277 0
58.1277 0
58.6277 0
59.1277 0
59.6277 0
60.1277 0
60.6277 0
61.1277 0
61.6277 0
62.1277 0
62.6277 0
63.1277 0
63.6277 0
64.1277 0
64.6277 0
65.1277 0
65.6277 0
66.1277 0
66.6277 0
67.1277 0
67.6277 0
68.1277 0
68.6277 0
69.1277 0
69.6277 0
70.1277 0
70.6277 0
71.1277 0
71.6277 0
72.1277 0
72.6277 0
73.1277 0
73.6277 0
74.1277 0
74.6277 0
75.1277 0
75.6277 0
76.1277 0
76.6277 0
