#total confine bonded nonbondedEM
100 5593.35 0 8272.87 -2679.51
200 5536.49 0 8248.29 -2711.8
300 5565.72 0 8302.02 -2736.3
400 5527.95 0 8262.57 -2734.62
500 5547.96 0 8275.46 -2727.5
600 5538.74 0 8271.06 -2732.32
700 5509.23 0 8247.3 -2738.07
800 5585.26 0 8292.02 -2706.76
900 5519.56 0 8261.32 -2741.77
1000 5543.55 0 8267.4 -2723.85
1100 5508.37 0 8261.91 -2753.54
1200 5513.85 0 8271.61 -2757.76
1300 5550.81 0 8299.84 -2749.04
1400 5554.43 0 8283.27 -2728.84
1500 5554.02 0 8281.67 -2727.65
1600 5533.25 0 8264.57 -2731.32
1700 5593.95 0 8318.72 -2724.78
1800 5578.6 0 8292 -2713.4
1900 5593.37 0 8279.03 -2685.66
2000 5578.47 0 8290.66 -2712.19
2100 5573.63 0 8272.25 -2698.62
2200 5623.66 0 8266.14 -2642.49
2300 5577.26 0 8270.76 -2693.5
2400 5569.56 0 8300.46 -2730.89
2500 5581.05 0 8269.44 -2688.38
2600 5554.82 0 8266.68 -2711.86
2700 5556.98 0 8251.43 -2694.45
2800 5555.32 0 8289.87 -2734.55
2900 5546.1 0 8285.83 -2739.73
3000 5497.69 0 8265.12 -2767.43
3100 5584.8 0 8286.1 -2701.29
3200 5584.66 0 8288.29 -2703.64
3300 5616.59 0 8282.07 -2665.48
3400 5582.43 0 8273.18 -2690.75
3500 5612.77 0 8311.35 -2698.58
3600 5509.94 0 8252.24 -2742.3
3700 5513.12 0 8241.85 -2728.73
3800 5545.82 0 8286.15 -2740.33
3900 5511.09 0 8284.39 -2773.3
4000 5521.97 0 8276.96 -2754.99
4100 5490.32 0 8257.72 -2767.4
4200 5502.55 0 8277.46 -2774.9
4300 5525.43 0 8288 -2762.57
4400 5539.54 0 8271.57 -2732.03
4500 5525.41 0 8288.74 -2763.32
4600 5530.2 0 8265.18 -2734.99
4700 5562.15 0 8283.94 -2721.79
4800 5566.48 0 8281.56 -2715.09
4900 5516.13 0 8285.07 -2768.94
5000 5548.03 0 8300.4 -2752.37
5100 5497.52 0 8275.15 -2777.63
5200 5479.75 0 8273.97 -2794.22
5300 5483.43 0 8273.84 -2790.41
5400 5454.51 0 8253.38 -2798.87
5500 5500.82 0 8274.45 -2773.63
5600 5460.8 0 8264.12 -2803.32
5700 5505.03 0 8283.27 -2778.24
5800 5477.92 0 8275.27 -2797.35
