# z rho/M
-88.2446 0
-87.7446 0
-87.2446 0
-86.7446 0
-86.2446 0
-85.7446 0
-85.2446 0
-84.7446 0
-84.2446 0
-83.7446 0
-83.2446 0
-82.7446 0
-82.2446 0
-81.7446 0
-81.2446 0
-80.7446 0
-80.2446 0
-79.7446 0
-79.2446 0
-78.7446 0
-78.2446 0
-77.7446 0
-77.2446 0
-76.7446 0
-76.2446 0
-75.7446 0
-75.2446 0
-74.7446 0
-74.2446 0
-73.7446 0
-73.2446 0
-72.7446 0
-72.2446 0
-71.7446 0
-71.2446 0
-70.7446 0
-70.2446 0
-69.7446 0
-69.2446 0
-68.7446 0
-68.2446 0
-67.7446 0
-67.2446 0
-66.7446 0
-66.2446 0
-65.7446 0
-65.2446 0
-64.7446 0
-64.2446 0
-63.7446 0
-63.2446 0
-62.7446 0
-62.2446 0
-61.7446 0
-61.2446 0
-60.7446 0
-60.2446 0
-59.7446 0
-59.2446 0
-58.7446 0
-58.2446 0
-57.7446 0
-57.2446 0
-56.7446 0
-56.2446 0
-55.7446 0
-55.2446 0
-54.7446 0
-54.2446 0
-53.7446 0
-53.2446 0
-52.7446 0
-52.2446 0
-51.7446 0
-51.2446 0
-50.7446 0
-50.2446 0
-49.7446 0
-49.2446 0
-48.7446 0
-48.2446 0
-47.7446 0
-47.2446 0
-46.7446 0
-46.2446 0
-45.7446 0
-45.2446 0
-44.7446 0
-44.2446 0
-43.7446 0
-43.2446 0
-42.7446 0
-42.2446 0
-41.7446 0
-41.2446 0
-40.7446 0
-40.2446 0
-39.7446 0
-39.2446 0
-38.7446 0
-38.2446 0
-37.7446 0
-37.2446 0
-36.7446 0
-36.2446 0
-35.7446 0
-35.2446 0
-34.7446 0
-34.2446 0
-33.7446 0.000277871
-33.2446 0.000277871
-32.7446 0.000277871
-32.2446 0
-31.7446 0.000833614
-31.2446 0.00138936
-30.7446 0.0019451
-30.2446 0.0019451
-29.7446 0.00222297
-29.2446 0.00361233
-28.7446 0.00500169
-28.2446 0.00555743
-27.7446 0.0113927
-27.2446 0.0205625
-26.7446 0.0230633
-26.2446 0.0416807
-25.7446 0.0622432
-25.2446 0.102812
-24.7446 0.142826
-24.2446 0.209515
-23.7446 0.280094
-23.2446 0.402636
-22.7446 0.550463
-22.2446 0.719131
-21.7446 0.928924
-21.2446 1.19651
-20.7446 1.47244
-20.2446 1.7392
-19.7446 1.96344
-19.2446 2.23186
-18.7446 2.4072
-18.2446 2.5931
-17.7446 2.70536
-17.2446 2.642
-16.7446 2.61144
-16.2446 2.4511
-15.7446 2.28994
-15.2446 2.03791
-14.7446 1.79727
-14.2446 1.55469
-13.7446 1.29044
-13.2446 1.12371
-12.7446 0.928091
-12.2446 0.728301
-11.7446 0.639938
-11.2446 0.500169
-10.7446 0.379017
-10.2446 0.319274
-9.74465 0.241192
-9.24465 0.207014
-8.74465 0.151996
-8.24465 0.12532
-7.74465 0.10309
-7.24465 0.0803049
-6.74465 0.0539071
-6.24465 0.0380684
-5.74465 0.0327888
-5.24465 0.0227855
-4.74465 0.0241748
-4.24465 0.0152829
-3.74465 0.0158387
-3.24465 0.00889189
-2.74465 0.00666891
-2.24465 0.00611317
-1.74465 0.00333446
-1.24465 0.00361233
-0.744648 0.00416807
-0.244648 0.00250084
0.255352 0.0038902
0.755352 0.00500169
1.25535 0.00361233
1.75535 0.00333446
2.25535 0.00722466
2.75535 0.00750253
3.25535 0.00889189
3.75535 0.0136157
4.25535 0.0175059
4.75535 0.0175059
5.25535 0.0238969
5.75535 0.0430701
6.25535 0.0408471
6.75535 0.058353
7.25535 0.080027
7.75535 0.100312
8.25535 0.136435
8.75535 0.171725
9.25535 0.226187
9.75535 0.250084
10.2554 0.341504
10.7554 0.4282
11.2554 0.541571
11.7554 0.696346
12.2554 0.829724
12.7554 1.04591
13.2554 1.26626
13.7554 1.48606
14.2554 1.68974
14.7554 2.00012
15.2554 2.25076
15.7554 2.43026
16.2554 2.56837
16.7554 2.66034
17.2554 2.66784
17.7554 2.54502
18.2554 2.44138
18.7554 2.20908
19.2554 1.98734
19.7554 1.68585
20.2554 1.40242
20.7554 1.15094
21.2554 0.93865
21.7554 0.699958
22.2554 0.557966
22.7554 0.414028
23.2554 0.292043
23.7554 0.200623
24.2554 0.151718
24.7554 0.0964214
25.2554 0.0703015
25.7554 0.0469603
26.2554 0.0255642
26.7554 0.0183395
27.2554 0.0127821
27.7554 0.00750253
28.2554 0.00722466
28.7554 0.00250084
29.2554 0.00138936
29.7554 0.0019451
30.2554 0.000833614
30.7554 0.00166723
31.2554 0.000277871
31.7554 0.000277871
32.2554 0.000277871
32.7554 0
33.2554 0
33.7554 0
34.2554 0
34.7554 0
35.2554 0
35.7554 0
36.2554 0
36.7554 0
37.2554 0
37.7554 0
38.2554 0
38.7554 0
39.2554 0
39.7554 0
40.2554 0
40.7554 0
41.2554 0
41.7554 0
42.2554 0
42.7554 0
43.2554 0
43.7554 0
44.2554 0
44.7554 0
45.2554 0
45.7554 0
46.2554 0
46.7554 0
47.2554 0
47.7554 0
48.2554 0
48.7554 0
49.2554 0
49.7554 0
50.2554 0
50.7554 0
51.2554 0
51.7554 0
52.2554 0
52.7554 0
53.2554 0
53.7554 0
54.2554 0
54.7554 0
55.2554 0
55.7554 0
56.2554 0
56.7554 0
57.2554 0
57.7554 0
58.2554 0
58.7554 0
59.2554 0
59.7554 0
60.2554 0
60.7554 0
61.2554 0
61.7554 0
62.2554 0
62.7554 0
63.2554 0
63.7554 0
64.2554 0
64.7554 0
65.2554 0
65.7554 0
66.2554 0
66.7554 0
67.2554 0
67.7554 0
68.2554 0
68.7554 0
69.2554 0
69.7554 0
70.2554 0
70.7554 0
71.2554 0
71.7554 0
72.2554 0
72.7554 0
73.2554 0
73.7554 0
74.2554 0
74.7554 0
75.2554 0
75.7554 0
76.2554 0
76.7554 0
